variant,label,family,role,split,task_id,seed,shifted,score
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,109,True,0.32941
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,109,True,0.3165
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,109,True,0.4045
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,109,True,0.4618
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,109,True,0.391575
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,109,True,0.5427
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,109,True,0.372475
original,visible heuristic,baseline,baseline,core,task3_startup_week,110,True,0.335
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,110,True,0.3674
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,110,True,0.422855
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,110,True,0.354485
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,110,True,0.49633499999999997
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,110,True,0.35207
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,110,True,0.245
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,110,True,0.3489
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,110,True,0.30824999999999997
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,110,True,0.27652
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,110,True,0.37803
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,110,True,0.23475000000000001
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,110,True,0.3545
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,110,True,0.4723
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,110,True,0.48892
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,110,True,0.415305
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,110,True,0.58338
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,110,True,0.40976500000000005
original,visible heuristic,baseline,baseline,core,task3_startup_week,111,False,0.4257
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,111,False,0.3807
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,111,False,0.6116357142857143
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,111,False,0.5985166666666666
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,111,False,0.5603166666666667
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,111,False,0.5134071428571428
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,111,False,0.412
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,111,False,0.34
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,111,False,0.5884428571428572
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,111,False,0.57485
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,111,False,0.5332333333333333
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,111,False,0.48142857142857143
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,111,False,0.4321
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,111,False,0.4334
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,111,False,0.6762285714285715
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,111,False,0.6694833333333333
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,111,False,0.6222666666666667
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,111,False,0.5548142857142857
original,visible heuristic,baseline,baseline,core,task3_startup_week,112,True,0.3521
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,112,True,0.3764
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,112,True,0.44306
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,112,True,0.37424
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,112,True,0.51834
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,112,True,0.35702
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,112,True,0.2453
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,112,True,0.3433
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,112,True,0.309505
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,112,True,0.278055
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,112,True,0.378165
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,112,True,0.23167000000000001
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,112,True,0.3527
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,112,True,0.469
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,112,True,0.4876
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,112,True,0.41415
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,112,True,0.5813999999999999
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,112,True,0.40795000000000003
original,visible heuristic,baseline,baseline,core,task3_startup_week,113,True,0.3569
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,113,True,0.3737
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,113,True,0.44948
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,113,True,0.380795
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,113,True,0.5242199999999999
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,113,True,0.355535
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,113,True,0.2372
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,113,True,0.3149
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,113,True,0.302315
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,113,True,0.272285
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,113,True,0.365295
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,113,True,0.21605000000000002
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,113,True,0.3159
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,113,True,0.4034
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,113,True,0.46136
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,113,True,0.39119
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,113,True,0.54204
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,113,True,0.37187000000000003
original,visible heuristic,baseline,baseline,core,task3_startup_week,114,False,0.4442
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,114,False,0.3699
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,114,False,0.6399428571428573
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,114,False,0.6324416666666667
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,114,False,0.5799333333333333
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,114,False,0.5049214285714285
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,114,False,0.4215
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,114,False,0.332
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,114,False,0.6058357142857143
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,114,False,0.5958083333333334
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,114,False,0.5449833333333334
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,114,False,0.4751428571428571
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,114,False,0.4155
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,114,False,0.4106
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,114,False,0.6632
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,114,False,0.6561833333333333
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,114,False,0.6070666666666666
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,114,False,0.5368999999999999
original,visible heuristic,baseline,baseline,core,task3_startup_week,115,False,0.4526
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,115,False,0.3999
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,115,False,0.6466285714285714
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,115,False,0.6377416666666668
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,115,False,0.5918
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,115,False,0.5284928571428571
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,115,False,0.3351
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,115,False,0.3559
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,115,False,0.45925000000000005
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,115,False,0.48232500000000006
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,115,False,0.43628333333333336
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,115,False,0.34085714285714286
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,115,False,0.4662
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,115,False,0.4803
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,115,False,0.7030285714285714
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,115,False,0.6968416666666667
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,115,False,0.6535333333333333
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,115,False,0.5916642857142856
original,visible heuristic,baseline,baseline,core,task3_startup_week,116,True,0.2934
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,116,True,0.4051
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,116,True,0.326125
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,116,True,0.29587
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,116,True,0.407145
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,116,True,0.25280500000000006
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,116,True,0.259
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,116,True,0.3723
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,116,True,0.32527500000000004
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,116,True,0.292375
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,116,True,0.399735
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,116,True,0.24762000000000003
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,116,True,0.3741
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,116,True,0.5072
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,116,True,0.50288
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,116,True,0.42752
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,116,True,0.60432
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,116,True,0.42896
original,visible heuristic,baseline,baseline,core,task3_startup_week,117,True,0.3263
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,117,True,0.3008
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,117,True,0.42032
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,117,True,0.35528
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,117,True,0.48048
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,117,True,0.31544000000000005
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,117,True,0.5245
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,117,True,0.2901
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,117,True,0.67917
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,117,True,0.7117150000000001
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,117,True,0.5430900000000001
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,117,True,0.600705
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,117,True,0.2767
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,117,True,0.3334
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,117,True,0.43335999999999997
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,117,True,0.36668999999999996
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,117,True,0.5000399999999999
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,117,True,0.33337
original,visible heuristic,baseline,baseline,core,task3_startup_week,118,True,0.3311
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,118,True,0.3189
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,118,True,0.423975
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,118,True,0.35802999999999996
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,118,True,0.487755
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,118,True,0.325395
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,118,True,0.2981
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,118,True,0.2893
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,118,True,0.397975
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,118,True,0.33351000000000003
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,118,True,0.455835
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,118,True,0.30911500000000003
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,118,True,0.3083
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,118,True,0.3899
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,118,True,0.45596000000000003
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,118,True,0.386465
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,118,True,0.53394
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,118,True,0.364445
original,visible heuristic,baseline,baseline,core,task3_startup_week,119,False,0.4522
utility_only,visible heuristic,baseline,baseline,core,task3_startup_week,119,False,0.4092
balanced,visible heuristic,baseline,baseline,core,task3_startup_week,119,False,0.6444000000000001
adaptation_heavy,visible heuristic,baseline,baseline,core,task3_startup_week,119,False,0.6343666666666666
adaptation_light,visible heuristic,baseline,baseline,core,task3_startup_week,119,False,0.5921333333333333
no_coherence,visible heuristic,baseline,baseline,core,task3_startup_week,119,False,0.5357999999999999
original,visible heuristic,baseline,baseline,core,task6_incident_response_week,119,False,0.3366
utility_only,visible heuristic,baseline,baseline,core,task6_incident_response_week,119,False,0.359
balanced,visible heuristic,baseline,baseline,core,task6_incident_response_week,119,False,0.461
adaptation_heavy,visible heuristic,baseline,baseline,core,task6_incident_response_week,119,False,0.4841083333333333
adaptation_light,visible heuristic,baseline,baseline,core,task6_incident_response_week,119,False,0.43833333333333335
no_coherence,visible heuristic,baseline,baseline,core,task6_incident_response_week,119,False,0.3432928571428571
original,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,119,False,0.4567
utility_only,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,119,False,0.4673
balanced,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,119,False,0.6956000000000001
adaptation_heavy,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,119,False,0.6892583333333334
adaptation_light,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,119,False,0.6448666666666666
no_coherence,visible heuristic,baseline,baseline,core,task7_quarterly_headcount_plan,119,False,0.58145
original,visible heuristic,baseline,baseline,heldout,task3_startup_week,100,True,0.3572
utility_only,visible heuristic,baseline,baseline,heldout,task3_startup_week,100,True,0.3742
balanced,visible heuristic,baseline,baseline,heldout,task3_startup_week,100,True,0.44967999999999997
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task3_startup_week,100,True,0.38097
adaptation_light,visible heuristic,baseline,baseline,heldout,task3_startup_week,100,True,0.52452
no_coherence,visible heuristic,baseline,baseline,heldout,task3_startup_week,100,True,0.35580999999999996
original,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,100,True,0.3246
utility_only,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,100,True,0.3391
balanced,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,100,True,0.42922000000000005
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,100,True,0.362265
adaptation_light,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,100,True,0.49704000000000004
no_coherence,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,100,True,0.33650500000000005
original,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,100,True,0.3307
utility_only,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,100,True,0.4299
balanced,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,100,True,0.47196
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,100,True,0.40046499999999996
adaptation_light,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,100,True,0.55794
no_coherence,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,100,True,0.38644500000000004
original,visible heuristic,baseline,baseline,heldout,task3_startup_week,101,True,0.3587
utility_only,visible heuristic,baseline,baseline,heldout,task3_startup_week,101,True,0.3778
balanced,visible heuristic,baseline,baseline,heldout,task3_startup_week,101,True,0.45112
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task3_startup_week,101,True,0.38222999999999996
adaptation_light,visible heuristic,baseline,baseline,heldout,task3_startup_week,101,True,0.52668
no_coherence,visible heuristic,baseline,baseline,heldout,task3_startup_week,101,True,0.35779000000000005
original,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,101,True,0.3227
utility_only,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,101,True,0.3414
balanced,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,101,True,0.42610499999999996
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,101,True,0.359035
adaptation_light,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,101,True,0.49438499999999996
no_coherence,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,101,True,0.33777
original,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,101,True,0.3225
utility_only,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,101,True,0.4152
balanced,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,101,True,0.46608
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,101,True,0.39532
adaptation_light,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,101,True,0.54912
no_coherence,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,101,True,0.37836000000000003
original,visible heuristic,baseline,baseline,heldout,task3_startup_week,102,True,0.5323
utility_only,visible heuristic,baseline,baseline,heldout,task3_startup_week,102,True,0.395
balanced,visible heuristic,baseline,baseline,heldout,task3_startup_week,102,True,0.7120550000000001
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task3_startup_week,102,True,0.734415
adaptation_light,visible heuristic,baseline,baseline,heldout,task3_startup_week,102,True,0.606835
no_coherence,visible heuristic,baseline,baseline,heldout,task3_startup_week,102,True,0.64358
original,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,102,True,0.3263
utility_only,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,102,True,0.3553
balanced,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,102,True,0.4291
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,102,True,0.36133499999999996
adaptation_light,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,102,True,0.5001599999999999
no_coherence,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,102,True,0.345415
original,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,102,True,0.3493
utility_only,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,102,True,0.463
balanced,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,102,True,0.4852
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,102,True,0.41205
adaptation_light,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,102,True,0.5778
no_coherence,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,102,True,0.40465000000000007
original,visible heuristic,baseline,baseline,heldout,task3_startup_week,103,False,0.4502
utility_only,visible heuristic,baseline,baseline,heldout,task3_startup_week,103,False,0.394
balanced,visible heuristic,baseline,baseline,heldout,task3_startup_week,103,False,0.6442000000000001
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task3_startup_week,103,False,0.6354000000000001
adaptation_light,visible heuristic,baseline,baseline,heldout,task3_startup_week,103,False,0.5886
no_coherence,visible heuristic,baseline,baseline,heldout,task3_startup_week,103,False,0.5238571428571428
original,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,103,False,0.4306
utility_only,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,103,False,0.3525
balanced,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,103,False,0.6157071428571429
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,103,False,0.6056166666666667
adaptation_light,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,103,False,0.5572166666666667
no_coherence,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,103,False,0.4912499999999999
original,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,103,False,0.4557
utility_only,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,103,False,0.4659
balanced,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,103,False,0.6948000000000001
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,103,False,0.6884416666666667
adaptation_light,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,103,False,0.6439333333333334
no_coherence,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,103,False,0.5803499999999999
original,visible heuristic,baseline,baseline,heldout,task3_startup_week,104,True,0.3358
utility_only,visible heuristic,baseline,baseline,heldout,task3_startup_week,104,True,0.3232
balanced,visible heuristic,baseline,baseline,heldout,task3_startup_week,104,True,0.42928
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task3_startup_week,104,True,0.36312
adaptation_light,visible heuristic,baseline,baseline,heldout,task3_startup_week,104,True,0.49391999999999997
no_coherence,visible heuristic,baseline,baseline,heldout,task3_startup_week,104,True,0.32776
original,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,104,True,0.3113
utility_only,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,104,True,0.2952
balanced,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,104,True,0.41676
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,104,True,0.352
adaptation_light,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,104,True,0.4758
no_coherence,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,104,True,0.31236
original,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,104,True,0.3085
utility_only,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,104,True,0.3902
balanced,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,104,True,0.45608
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,104,True,0.38656999999999997
adaptation_light,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,104,True,0.5341199999999999
no_coherence,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,104,True,0.36461
original,visible heuristic,baseline,baseline,heldout,task3_startup_week,105,True,0.3271
utility_only,visible heuristic,baseline,baseline,heldout,task3_startup_week,105,True,0.3169
balanced,visible heuristic,baseline,baseline,heldout,task3_startup_week,105,True,0.41925999999999997
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task3_startup_week,105,True,0.353415
adaptation_light,visible heuristic,baseline,baseline,heldout,task3_startup_week,105,True,0.48263999999999996
no_coherence,visible heuristic,baseline,baseline,heldout,task3_startup_week,105,True,0.324295
original,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,105,True,0.3098
utility_only,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,105,True,0.2999
balanced,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,105,True,0.41373499999999996
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,105,True,0.34874
adaptation_light,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,105,True,0.473715
no_coherence,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,105,True,0.31494500000000003
original,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,105,True,0.2928
utility_only,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,105,True,0.3622
balanced,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,105,True,0.44488
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,105,True,0.37677
adaptation_light,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,105,True,0.51732
no_coherence,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,105,True,0.34921
original,visible heuristic,baseline,baseline,heldout,task3_startup_week,106,True,0.3436
utility_only,visible heuristic,baseline,baseline,heldout,task3_startup_week,106,True,0.3987
balanced,visible heuristic,baseline,baseline,heldout,task3_startup_week,106,True,0.42969
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task3_startup_week,106,True,0.359755
adaptation_light,visible heuristic,baseline,baseline,heldout,task3_startup_week,106,True,0.5094299999999999
no_coherence,visible heuristic,baseline,baseline,heldout,task3_startup_week,106,True,0.369285
original,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,106,True,0.3164
utility_only,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,106,True,0.3617
balanced,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,106,True,0.41307499999999997
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,106,True,0.34499
adaptation_light,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,106,True,0.48541500000000004
no_coherence,visible heuristic,baseline,baseline,heldout,task6_incident_response_week,106,True,0.348935
original,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,106,True,0.3347
utility_only,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,106,True,0.437
balanced,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,106,True,0.4748
adaptation_heavy,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,106,True,0.40295000000000003
adaptation_light,visible heuristic,baseline,baseline,heldout,task7_quarterly_headcount_plan,106,True,0.5622
